Clave;Nombre;Asterisco
W990;Exposición a otros factores ambientales y a los no especificados, de origen artificial, vivienda;F
W991;Exposición a otros factores ambientales y a los no especificados, de origen artificial, institución residencial;F
W992;Exposición a otros factores ambientales y a los no especificados, de origen artificial, escuelas, otras instituciones y áreas administrativas públicas;F
W993;Exposición a otros factores ambientales y a los no especificados, de origen artificial, áreas de deporte y atletismo;F
W994;Exposición a otros factores ambientales y a los no especificados, de origen artificial, calles y carreteras;F
W995;Exposición a otros factores ambientales y a los no especificados, de origen artificial, comercio y área de servicios;F
W996;Exposición a otros factores ambientales y a los no especificados, de origen artificial, área industrial y de la construcción;F
W997;Exposición a otros factores ambientales y a los no especificados, de origen artificial, granja;F
W998;Exposición a otros factores ambientales y a los no especificados, de origen artificial, otro lugar especificado;F
W999;Exposición a otros factores ambientales y a los no especificados, de origen artificial, lugar no especificado;F
X000;Exposición a fuego no controlado en edificio u otra construcción, vivienda;F
X001;Exposición a fuego no controlado en edificio u otra construcción, institución residencial;F
X002;Exposición a fuego no controlado en edificio u otra construcción, escuelas, otras instituciones y áreas administrativas  públicas;F
X003;Exposición a fuego no controlado en edificio u otra construcción, áreas de deporte y atletismo;F
X004;Exposición a fuego no controlado en edificio u otra construcción, calles y carreteras;F
X005;Exposición a fuego no controlado en edificio u otra construcción, comercio y área de servicios;F
X006;Exposición a fuego no controlado en edificio u otra construcción, área industrial y de la construcción;F
X007;Exposición a fuego no controlado en edificio u otra construcción, granja;F
X008;Exposición a fuego no controlado en edificio u otra construcción, otro lugar especificado;F
X009;Exposición a fuego no controlado en edificio u otra construcción, lugar no especificado;F
X010;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, vivienda;F
X011;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, institución residencial;F
X012;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, escuelas, otras instituciones y áreas administrativas  públicas;F
X013;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, áreas de deporte y atletismo;F
X014;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, calles y carreteras;F
X015;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, comercio y área de servicios;F
X016;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, área industrial y de la construcción;F
X017;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, granja;F
X018;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, otro lugar especificado;F
X019;Exposición a fuego no controlado en lugar que no es edificio u otra construcción, lugar no especificado;F
X020;Exposición a fuego controlado en edificio u otra construcción, vivienda;F
X021;Exposición a fuego controlado en edificio u otra construcción, institución residencial;F
X022;Exposición a fuego controlado en edificio u otra construcción, escuelas, otras instituciones y áreas administrativas  públicas;F
X023;Exposición a fuego controlado en edificio u otra construcción, áreas de deporte y atletismo;F
X024;Exposición a fuego controlado en edificio u otra construcción, calles y carreteras;F
X025;Exposición a fuego controlado en edificio u otra construcción, comercio y área de servicios;F
X026;Exposición a fuego controlado en edificio u otra construcción, área industrial y de la construcción;F
X027;Exposición a fuego controlado en edificio u otra construcción, granja;F
X028;Exposición a fuego controlado en edificio u otra construcción, otro lugar especificado;F
X029;Exposición a fuego controlado en edificio u otra construcción, lugar no especificado;F
X030;Exposición a fuego controlado en lugar que no es edificio u otra construcción, vivienda;F
X031;Exposición a fuego controlado en lugar que no es edificio u otra construcción, institución residencial;F
X032;Exposición a fuego controlado en lugar que no es edificio u otra construcción, escuelas, otras instituciones y áreas administrativas  públicas;F
X033;Exposición a fuego controlado en lugar que no es edificio u otra construcción, áreas de deporte y atletismo;F
X034;Exposición a fuego controlado en lugar que no es edificio u otra construcción, calles y carreteras;F
X035;Exposición a fuego controlado en lugar que no es edificio u otra construcción, comercio y área de servicios;F
X036;Exposición a fuego controlado en lugar que no es edificio u otra construcción, área industrial y de la construcción;F
X037;Exposición a fuego controlado en lugar que no es edificio u otra construcción, granja;F
X038;Exposición a fuego controlado en lugar que no es edificio u otra construcción, otro lugar especificado;F
X039;Exposición a fuego controlado en lugar que no es edificio u otra construcción, lugar no especificado;F
X040;Exposición a ignición de material altamente inflamable, vivienda;F
X041;Exposición a ignición de material altamente inflamable, institución residencial;F
X042;Exposición a ignición de material altamente inflamable, escuelas, otras instituciones y áreas administrativas  públicas;F
X043;Exposición a ignición de material altamente inflamable, áreas de deporte y atletismo;F
X044;Exposición a ignición de material altamente inflamable, calles y carreteras;F
X045;Exposición a ignición de material altamente inflamable, comercio y área de servicios;F
X046;Exposición a ignición de material altamente inflamable, área industrial y de la construcción;F
X047;Exposición a ignición de material altamente inflamable, granja;F
X048;Exposición a ignición de material altamente inflamable, otro lugar especificado;F
X049;Exposición a ignición de material altamente inflamable, lugar no especificado;F
X050;Exposición a ignición o fusión de ropas de dormir, vivienda;F
X051;Exposición a ignición o fusión de ropas de dormir, institución residencial;F
X052;Exposición a ignición o fusión de ropas de dormir, escuelas, otras instituciones y áreas administrativas  públicas;F
X053;Exposición a ignición o fusión de ropas de dormir, áreas de deporte y atletismo;F
X054;Exposición a ignición o fusión de ropas de dormir, calles y carreteras;F
X055;Exposición a ignición o fusión de ropas de dormir, comercio y área de servicios;F
X056;Exposición a ignición o fusión de ropas de dormir, área industrial y de la construcción;F
X057;Exposición a ignición o fusión de ropas de dormir, granja;F
X058;Exposición a ignición o fusión de ropas de dormir, otro lugar especificado;F
X059;Exposición a ignición o fusión de ropas de dormir, lugar no especificado;F
X060;Exposición a ignición o fusión de otras ropas y accesorios, vivienda;F
X061;Exposición a ignición o fusión de otras ropas y accesorios, institución residencial;F
X062;Exposición a ignición o fusión de otras ropas y accesorios, escuelas, otras instituciones y áreas administrativas  públicas;F
X063;Exposición a ignición o fusión de otras ropas y accesorios, áreas de deporte y atletismo;F
X064;Exposición a ignición o fusión de otras ropas y accesorios, calles y carreteras;F
X065;Exposición a ignición o fusión de otras ropas y accesorios, comercio y área de servicios;F
X066;Exposición a ignición o fusión de otras ropas y accesorios, área industrial y de la construcción;F
X067;Exposición a ignición o fusión de otras ropas y accesorios, granja;F
X068;Exposición a ignición o fusión de otras ropas y accesorios, otro lugar especificado;F
X069;Exposición a ignición o fusión de otras ropas y accesorios, lugar no especificado;F
X080;Exposición a otros humos, fuegos o llamas especificados, vivienda;F
X081;Exposición a otros humos, fuegos o llamas especificados, institución residencial;F
X082;Exposición a otros humos, fuegos o llamas especificados, escuelas, otras instituciones y áreas administrativas  públicas;F
X083;Exposición a otros humos, fuegos o llamas especificados, áreas de deporte y atletismo;F
X084;Exposición a otros humos, fuegos o llamas especificados, calles y carreteras;F
X085;Exposición a otros humos, fuegos o llamas especificados, comercio y área de servicios;F
X086;Exposición a otros humos, fuegos o llamas especificados, área industrial y de la construcción;F
X087;Exposición a otros humos, fuegos o llamas especificados, granja;F
X088;Exposición a otros humos, fuegos o llamas especificados, otro lugar especificado;F
X089;Exposición a otros humos, fuegos o llamas especificados, lugar no especificado;F
X090;Exposición a humos, fuegos o llamas no especificados, vivienda;F
X091;Exposición a humos, fuegos o llamas no especificados, institución residencial;F
X092;Exposición a humos, fuegos o llamas no especificados, escuelas, otras instituciones y áreas administrativas  públicas;F
X093;Exposición a humos, fuegos o llamas no especificados, áreas de deporte y atletismo;F
X094;Exposición a humos, fuegos o llamas no especificados, calles y carreteras;F
X095;Exposición a humos, fuegos o llamas no especificados, comercio y área de servicios;F
X096;Exposición a humos, fuegos o llamas no especificados, área industrial y de la construcción;F
X097;Exposición a humos, fuegos o llamas no especificados, granja;F
X098;Exposición a humos, fuegos o llamas no especificados, otro lugar especificado;F
X099;Exposición a humos, fuegos o llamas no especificados, lugar no especificado;F
X100;Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes, vivienda;F
